budget,genre,name,score,year
15000000,crime,manhunter,7.2,1986
85000000,animation,enchanted,7.1,2007
67000000,action,last man standing,6.4,1996
unknown,action,rogue,6.2,2007
7000000,action,desperado,7.2,1995
5000000,drama,still alice,7.5,2014
7500000,crime,narc,7.2,2002
70000000,animation,the iron giant,8.0,1999
10000000,drama,daddy's little girls,5.5,2007
15000000,drama,the hurt locker,7.6,2008
55000000,drama,bringing out the dead,6.8,1999
13000000,action,robocop,7.5,1987
30000000,comedy,for love or money,6.1,1993
unknown,drama,clara's heart,6.3,1988
35000000,comedy,el bebé de bridget jones,6.6,2016
15000000,crime,thunderheart,6.8,1992
18000000,comedy,switching channels,5.9,1988
63600000,action,get carter,5.1,2000
unknown,action,the karate kid part iii,5.0,1989
unknown,crime,all good things,6.3,2010
unknown,drama,delta of venus,4.5,1995
17000000,action,k-9,6.0,1989
90000000,horror,supernova,4.8,2000
2000000,drama,silent house,5.3,2011
unknown,drama,kangaroo,6.7,1986
13000000,action,young guns,6.8,1988
18000000,thriller,pacific heights,6.4,1990
4000000,action,elite squad,8.1,2007
12000000,comedy,memories of me,5.7,1988
unknown,drama,sex and lucia,7.2,2001
unknown,action,muppet treasure island,6.9,1996
11000000,biography,woman in gold,7.3,2015
25000,comedy,in the company of men,7.3,1997
unknown,comedy,snatch,8.3,2000
31000000,comedy,down periscope,6.0,1996
unknown,comedy,the lost boys,7.3,1987
54000000,action,v for vendetta,8.2,2005
20000000,drama,charlotte gray,6.4,2001
250000,drama,poison,6.5,1991
8500000,action,raw deal,5.5,1986
15000000,comedy,the dream team,6.5,1989
3300000,biography,basquiat,6.9,1996
45000000,action,the last stand,6.4,2013
unknown,drama,o fantasma,5.7,2000
unknown,drama,the ballad of little jo,6.8,1993
40000000,comedy,made of honor,5.9,2008
30000000,comedy,naked gun 33 1/3: the final insult,6.5,1994
105000000,action,the chronicles of riddick,6.7,2004
23000000,biography,dangerous minds,6.4,1995
unknown,adventure,no retreat no surrender 2,5.1,1987
unknown,drama,the land girls,6.3,1998
80000000,crime,edge of darkness,6.6,2010
23000000,drama,marvin's room,6.7,1996
40000000,comedy,morning glory,6.5,2010
unknown,drama,the center of the world,5.9,2001
20000000,comedy,biloxi blues,6.6,1988
37000000,comedy,burn after reading,7.0,2008
unknown,animation,the secret of kells,7.7,2009
6600000,comedy,jumping the broom,5.7,2011
unknown,crime,bullhead,7.4,2011
20000000,action,the marine,4.7,2006
unknown,comedy,cashback,7.2,2006
15000000,drama,a cry in the dark,6.9,1988
5000000,comedy,uhf,7.0,1989
100000000,biography,the wolf of wall street,8.2,2013
68000000,comedy,ted 2,6.3,2015
13200000,crime,no good deed,5.6,2014
6400000,comedy,hannah and her sisters,8.0,1986
50000000,animation,the ant bully,5.9,2006
8000000,action,fortress,5.9,1992
200000000,action,iron man 2,7.0,2010
unknown,drama,flame & citron,7.3,2008
60000000,comedy,holy man,4.9,1998
unknown,comedy,mr. jealousy,6.5,1997
70000000,comedy,runaway bride,5.5,1999
unknown,drama,rosetta,7.6,1999
unknown,comedy,songs from the second floor,7.7,2000
unknown,drama,the woodsman,7.2,2004
8000000,horror,the vatican tapes,5.1,2015
8000000,crime,pathology,6.0,2008
150000000,action,mad max: fury road,8.1,2015
68000000,action,mystery men,6.1,1999
8800000,adventure,crocodile dundee,6.5,1986
24000000,adventure,muppets from space,6.3,1999
70000000,action,babylon a.d.,5.6,2008
160000000,action,the hunger games: mockingjay - part 2,6.6,2015
115000000,action,lara croft: tomb raider,5.8,2001
45000000,adventure,galaxy quest,7.3,1999
unknown,comedy,the matchmaker,6.5,1997
5000000,drama,the apostle,7.2,1997
2000000,action,six-string samurai,6.7,1998
33000000,action,serpientes a bordo,5.6,2006
14200000,drama,manderlay,7.4,2005
44500000,adventure,argo,7.7,2012
unknown,comedy,world's greatest dad,6.9,2009
12000000,action,the delta force,5.6,1986
60000000,animation,coraline,7.7,2009
82000000,action,the 6th day,5.9,2000
10000000,drama,strangerland,5.2,2015
30000000,drama,august rush,7.5,2007
10000000,comedy,the best exotic marigold hotel,7.3,2011
70000000,action,rollerball,3.0,2002
37000000,adventure,nim's island,6.0,2008
3000000,crime,cop,6.4,1988
12000000,comedy,henry's crime,6.0,2010
27000000,drama,music of the heart,6.8,1999
8500000,biography,bright star,7.0,2009
unknown,comedy,ladybugs,5.3,1992
16000000,crime,bones,4.1,2001
10000000,action,king kong lives,3.8,1986
100000000,action,the expendables 2,6.6,2012
unknown,comedy,blow dry,6.3,2001
unknown,comedy,10 years,6.1,2011
15000000,comedy,crazy in alabama,6.3,1999
30000000,comedy,planes trains & automobiles,7.6,1987
120000,crime,vulgar,5.3,2000
25000000,biography,the world's fastest indian,7.8,2005
2800000,crime,memories of murder,8.1,2003
9000000,action,henry v,7.7,1989
49000000,action,the one,5.9,2001
10500000,comedy,there goes my baby,6.4,1994
90000000,adventure,men in black,7.3,1997
18000000,biography,soul surfer,7.1,2011
11000000,drama,othello,6.9,1995
unknown,comedy,hunk,4.6,1987
18000000,comedy,fame,5.0,2009
70000000,action,i spy,5.4,2002
unknown,action,hamburger hill,6.7,1987
unknown,comedy,defending your life,7.3,1991
unknown,crime,a prophet,7.9,2009
unknown,drama,lisa,5.9,1989
22000000,comedy,the informant!,6.5,2009
60000000,action,the italian job,7.0,2003
12000000,horror,quarantine,6.0,2008
unknown,action,hell ride,5.1,2008
165000000,animation,how to train your dragon,8.1,2010
unknown,adventure,andre,5.7,1994
unknown,comedy,blind dating,6.1,2006
unknown,drama,biutiful,7.5,2010
unknown,biography,bobby jones: stroke of genius,6.7,2004
38000000,biography,the doors,7.2,1991
95000000,crime,the general's daughter,6.3,1999
26000000,horror,case 39,6.2,2009
4000000,comedy,survival of the dead,4.9,2009
10000000,adventure,dogma,7.4,1999
unknown,comedy,meeting venus,6.8,1991
30000000,drama,hide and seek,5.9,2005
32000000,action,defiance,7.2,2008
6788000,comedy,drop dead fred,5.8,1991
10000000,drama,noches púrpuras,6.7,2007
10000000,horror,the hitcher,5.6,2007
185000000,animation,brave,7.2,2012
85000000,crime,ocean's eleven,7.8,2001
unknown,drama,through the olive trees,7.8,1994
85000000,animation,hotel transylvania,7.1,2012
30000000,comedy,fright night,6.4,2011
14000000,drama,onegin,6.9,1999
unknown,comedy,son in law,5.7,1993
unknown,drama,white girl,5.8,2016
15000000,comedy,krampus,6.2,2015
unknown,comedy,rocketman,5.9,1997
22000000,comedy,roommates,6.4,1995
35000000,drama,anna karenina,6.4,1997
unknown,comedy,ghost dad,4.3,1990
unknown,drama,panther,6.4,1995
120000000,action,jason bourne,6.7,2016
36000000,crime,john q,7.1,2002
150000,comedy,tadpole,6.2,2000
unknown,horror,the kindred,5.5,1987
5000000,drama,cbgb,6.6,2013
unknown,comedy,smiley face,5.8,2007
unknown,comedy,jeffrey,6.7,1995
unknown,comedy,camp,6.3,2003
unknown,biography,great balls of fire!,6.2,1989
17000000,crime,someone to watch over me,6.1,1987
170000000,action,dawn of the planet of the apes,7.6,2014
unknown,crime,high tension,6.8,2003
unknown,comedy,out on a limb,5.2,1992
10000000,action,deuces wild,5.6,2002
30000000,crime,jimmy hollywood,5.3,1994
unknown,comedy,life with mikey,5.5,1993
unknown,drama,a man and a woman: 20 years later,5.8,1986
8500000,comedy,the zero theorem,6.1,2013
150000000,action,the sorcerer's apprentice,6.1,2010
500000,comedy,another gay movie,5.0,2006
20000000,comedy,kazaam,2.8,1996
30000000,comedy,mr 3000,5.5,2004
unknown,comedy,italiano para principiantes,7.1,2000
35000000,crime,untraceable,6.2,2008
unknown,biography,the general,7.3,1998
11000000,comedy,the guru,5.4,2002
13000000,comedy,st. vincent,7.3,2014
50000000,action,gamer,5.8,2009
14000000,biography,jo jo dancer your life is calling,6.3,1986
36000000,drama,at play in the fields of the lord,6.8,1991
39000000,action,heist,6.5,2001
27000000,drama,the english patient,7.4,1996
unknown,drama,digging to china,6.9,1997
unknown,drama,shadow dancer,6.2,2012
27000000,crime,money monster,6.5,2016
30000000,crime,the glass house,5.8,2001
250000,comedy,chasing amy,7.3,1997
40000000,action,cirque du freak: the vampire's assistant,5.9,2009
15000000,comedy,punchline,5.8,1988
22000000,mystery,presumed innocent,6.9,1990
unknown,animation,an american tail,6.9,1986
100000000,action,the taking of pelham 123,6.4,2009
6500000,crime,the underneath,6.2,1995
10000000,comedy,everybody wants some!!,7.0,2016
75000000,action,alien resurrection,6.2,1997
unknown,action,khuda gawah,6.6,1992
110000000,adventure,passengers,7.0,2016
unknown,comedy,nine months,5.4,1995
30000000,action,the quest,5.5,1996
3000000,action,oldboy: cinco días para vengarse,8.4,2003
50000000,action,desperate measures,6.1,1998
6000000,comedy,three o'clock high,7.2,1987
60000000,adventure,almost famous,7.9,2000
unknown,drama,last night,6.6,2010
50000000,comedy,as good as it gets,7.7,1997
1900000,comedy,hangin' with the homeboys,7.0,1991
35000000,comedy,identity thief,5.7,2013
unknown,drama,the knife,6.2,1991
132000000,animation,penguins of madagascar,6.7,2014
26000000,action,dawn of the dead,7.3,2004
20000000,adventure,nerve,6.6,2016
5000000,comedy,the way way back,7.4,2013
20000000,comedy,how stella got her groove back,5.6,1998
20000000,crime,eye for an eye,6.1,1996
unknown,adventure,born to be wild,5.1,1995
unknown,fantasy,rumpelstiltskin,5.4,1987
unknown,drama,land and freedom,7.6,1995
unknown,action,gang related,6.5,1997
55000000,biography,the pursuit of happyness,8.0,2006
18000000,comedy,ricki and the flash,6.0,2015
6000000,drama,acusados,7.1,1988
30000000,action,freejack,5.3,1992
unknown,action,thursday,7.2,1998
unknown,horror,v/h/s,5.8,2012
21000000,adventure,everybody's fine,7.2,2009
unknown,thriller,defense of the realm,6.6,1986
40000000,comedy,big momma's house 2,4.6,2006
7000000,action,house of the dead,2.0,2003
5500000,drama,my family,7.3,1995
35000000,action,the man in the iron mask,6.5,1998
18000000,comedy,birdman or (the unexpected virtue of ignorance),7.8,2014
22000000,comedy,johnny be good,4.5,1988
30000000,animation,the rescuers down under,6.9,1990
25000000,action,solarbabies,4.8,1986
2800000,comedy,mystery train,7.6,1989
15000000,adventure,a kid in king arthur's court,4.8,1995
1500000,horror,session 9,6.5,2001
42000000,comedy,brüno,5.8,2009
unknown,comedy,roll bounce,6.0,2005
30000000,drama,nights in rodanthe,6.0,2008
26000000,comedy,ever after: a cinderella story,7.0,1998
28000000,biography,walk the line,7.9,2005
52000000,action,hostage,6.6,2005
35000000,action,premium rush,6.5,2012
unknown,drama,madame bovary,6.7,1991
36000000,drama,gattaca,7.8,1997
unknown,drama,the scent of green papaya,7.4,1993
85000000,action,jumper,6.1,2008
10000000,comedy,friends with kids,6.2,2011
18000000,sci-fi,the manhattan project,6.1,1986
unknown,comedy,may fools,7.2,1990
unknown,action,knockin' on heaven's door,8.0,1997
200000000,animation,toy story 3,8.3,2010
unknown,drama,kahaani,8.2,2012
3800000,drama,the hunt,8.3,2012
unknown,comedy,tune in tomorrow...,6.2,1990
14000000,action,crocodile dundee ii,5.5,1988
21000000,comedy,sleepless in seattle,6.8,1993
35000000,action,dredd,7.1,2012
unknown,comedy,strictly ballroom,7.2,1992
15000000,horror,the forsaken,5.3,2001
32000000,drama,the tree of life,6.8,2011
61000000,comedy,blades of glory,6.3,2007
30000000,action,machine gun preacher,6.8,2011
37000000,comedy,white chicks,5.5,2004
12000000,action,act of valor,6.5,2012
20000000,horror,pulse,4.7,2006
125000000,action,assassin's creed,5.9,2016
120000000,adventure,the twilight saga: breaking dawn - part 2,5.5,2012
39000000,comedy,coming to america,7.0,1988
8000000,comedy,clay pigeons,6.6,1998
72000000,action,jarhead,7.0,2005
unknown,horror,the void,5.8,2016
unknown,comedy,tap,6.5,1989
unknown,biography,ed gein,5.6,2000
32000000,horror,30 days of night,6.6,2007
14000000,crime,miller's crossing,7.8,1990
105000000,action,punto de quiebre,5.3,2015
35000000,action,stolen,5.5,2012
10000000,drama,disconnect,7.6,2012
5000000,comedy,casarse... está en griego,6.6,2002
90000000,drama,flags of our fathers,7.1,2006
20000000,biography,12 years a slave,8.1,2013
unknown,drama,rust and bone,7.5,2012
80000000,comedy,analyze this,6.7,1999
unknown,drama,evil,7.8,2003
25000000,comedy,¿sabes quién viene?,7.2,2011
unknown,comedy,ice princess,6.0,2005
unknown,action,low blow,3.5,1986
4000000,comedy,mondays in the sun,7.7,2002
19000000,horror,the blob,6.4,1988
5000000,comedy,the big picture,6.3,1989
76000000,drama,children of men,7.9,2006
unknown,action,the chase,5.8,1994
7000000,comedy,hiding out,6.4,1987
40000000,comedy,nothing but trouble,4.9,1991
15000000,horror,the faculty,6.4,1998
unknown,drama,the housemaid,6.5,2010
22000000,comedy,i heart huckabees,6.7,2004
45000000,comedy,last holiday,6.4,2006
5000000,horror,april fool's day,6.2,1986
76000000,animation,despicable me 2,7.4,2013
unknown,mystery,boys,4.8,1996
unknown,drama,the nines,6.4,2007
22000000,animation,from up on poppy hill,7.5,2011
90000000,adventure,percy jackson: sea of monsters,5.9,2013
unknown,comedy,run fatboy run,6.6,2007
75000000,action,three kings,7.1,1999
unknown,drama,after life,7.7,1998
48000000,horror,the ring,7.1,2002
unknown,biography,the notorious bettie page,6.6,2005
unknown,comedy,mistress,5.5,1992
4000000,comedy,secretary,7.0,2002
7000000,adventure,weekend at bernie's ii,4.6,1993
40000000,comedy,shallow hal,5.9,2001
35000000,crime,mujer fatal,6.3,2002
unknown,crime,the escapist,6.8,2008
32500000,comedy,bridesmaids,6.8,2011
unknown,drama,después de la boda,7.8,2006
unknown,drama,nathalie...,6.3,2003
unknown,action,the blood of heroes,6.5,1989
40000000,action,apocalypto,7.8,2006
45000000,action,búsqueda implacable 2,6.3,2012
250000,comedy,the incredibly true adventure of two girls in love,6.5,1995
50000000,comedy,shall we dance,6.1,2004
35000000,action,street fighter,3.8,1994
unknown,drama,boxing helena,4.6,1993
60000000,comedy,the truman show,8.1,1998
58000000,action,after the sunset,6.3,2004
unknown,comedy,deck the halls,4.9,2006
8700000,animation,a scanner darkly,7.1,2006
unknown,biography,blue,7.2,1993
7000000,drama,the secret agent,5.8,1996
unknown,comedy,look who's talking too,4.5,1990
23000000,action,universal soldier,6.0,1992
35000000,comedy,warm bodies,6.9,2013
38000000,comedy,why him?,6.3,2016
13000000,drama,la piel que habito,7.6,2011
15000000,adventure,the clan of the cave bear,5.3,1986
unknown,crime,lady vengeance,7.6,2005
unknown,adventure,two brothers,7.1,2004
60000000,action,avp: alien vs. predator,5.6,2004
75000000,action,the three musketeers,5.8,2011
30000000,mystery,identity,7.3,2003
unknown,comedy,the object of beauty,5.7,1991
13000000,comedy,serial mom,6.7,1994
15000000,comedy,a dirty shame,5.1,2004
18026148,action,baahubali: the beginning,8.2,2015
2300000,comedy,amateur,7.0,1994
unknown,comedy,coming soon,4.4,1999
unknown,comedy,for keeps?,5.9,1988
20000000,comedy,deconstructing harry,7.4,1997
unknown,horror,the addiction,6.4,1995
unknown,comedy,thanks for sharing,6.4,2012
unknown,horror,terror a bordo,6.8,1989
25000000,comedy,vegas vacation,5.9,1997
25000000,fantasy,don't be afraid of the dark,5.6,2010
25000000,drama,babel,7.5,2006
unknown,biography,camille claudel,7.3,1988
48000000,crime,billy bathgate,5.9,1991
unknown,comedy,if i were you,7.0,2012
3000000,horror,hellbound: hellraiser ii,6.5,1988
100000,comedy,hollywood shuffle,7.0,1987
120000000,action,the green hornet,5.8,2011
65000000,action,blade: trinity,5.9,2004
25000000,action,hot shots! part deux,6.6,1993
unknown,action,bloodfist,4.8,1989
unknown,drama,hush,5.3,1998
unknown,action,i saw the devil,7.8,2010
unknown,comedy,hardbodies 2,2.9,1986
unknown,comedy,d2: the mighty ducks,6.0,1994
100000000,drama,k-19: the widowmaker,6.7,2002
unknown,biography,china cry: a true story,7.0,1990
unknown,drama,school ties,6.9,1992
115000000,action,the huntsman: winter's war,6.1,2016
38000000,crime,the crew,5.6,2000
5000000,comedy,filth,7.1,2013
18000000,animation,amigos inseparables,6.0,1991
unknown,biography,reversal of fortune,7.3,1990
2600000,horror,rewind,7.2,2007
unknown,comedy,tortilla soup,6.6,2001
40000000,comedy,love actually,7.7,2003
unknown,adventure,sin nombre,7.6,2009
unknown,comedy,the jane austen book club,6.8,2007
5000000,crime,street smart,6.4,1987
69000000,animation,despicable me,7.7,2010
10000000,adventure,seeking a friend for the end of the world,6.7,2012
unknown,comedy,the sandlot,7.8,1993
unknown,comedy,frances ha,7.4,2012
15000000,adventure,big fat liar,5.4,2002
45000000,drama,step up all in,6.0,2014
unknown,crime,killshot,6.0,2008
6000000,horror,maniac,6.1,2012
30000000,comedy,sisters,6.0,2015
35000000,animation,everyone's hero,5.8,2006
65000000,drama,eyes wide shut,7.3,1999
40000000,action,lone survivor,7.5,2013
unknown,action,big game,5.4,2014
70000000,adventure,hook,6.7,1991
unknown,comedy,house ii: the second story,5.4,1987
60000000,action,cats & dogs,5.1,2001
unknown,action,year of the comet,5.8,1992
1500000,comedy,the to do list,5.8,2013
8500000,crime,nightcrawler,7.9,2014
unknown,drama,twenty-one,5.3,1991
unknown,drama,just another girl on the i.r.t.,6.3,1992
27000000,action,innerspace,6.8,1987
65000000,drama,the lovely bones,6.7,2009
98000000,action,cutthroat island,5.6,1995
unknown,comedy,singles,6.7,1992
850000,comedy,for a good time call...,6.0,2012
8500000,drama,manchester by the sea,7.9,2016
24000000,comedy,the ladies man,5.1,2000
unknown,action,the january man,5.6,1989
50000000,action,escape plan,6.7,2013
unknown,drama,separate lives,5.0,1995
unknown,drama,sacrifice,8.1,1986
unknown,comedy,mystery science theater 3000: the movie,7.4,1996
200000000,animation,cars 2,6.2,2011
40000000,horror,the conjuring 2,7.4,2016
71500000,comedy,doctor dolittle,5.3,1998
15000,horror,paranormal activity,6.3,2007
